-4.614562392234802246e-01,-1.276083141565322876e-01,5.319576859474182129e-01
-4.549815952777862549e-01,-1.178937628865242004e-01,5.244527459144592285e-01
-4.530633985996246338e-01,-1.275647133588790894e-01,5.241377949714660645e-01
-4.487910270690917969e-01,-1.219419613480567932e-01,5.165290832519531250e-01
-4.593520462512969971e-01,-1.363219618797302246e-01,5.325293540954589844e-01
-4.474348723888397217e-01,-1.274280995130538940e-01,5.152619481086730957e-01
-4.483249783515930176e-01,-1.152855157852172852e-01,5.142152905464172363e-01
-4.505951702594757080e-01,-1.346516162157058716e-01,5.244410037994384766e-01
-4.736874699592590332e-01,-1.401145607233047485e-01,5.437605381011962891e-01
-4.473448693752288818e-01,-1.208568587899208069e-01,5.064867734909057617e-01
-4.486390054225921631e-01,-1.084718406200408936e-01,5.150630474090576172e-01
-4.520653188228607178e-01,-1.437204927206039429e-01,5.300507545471191406e-01
-4.658886492252349854e-01,-1.638644635677337646e-01,5.468826889991760254e-01
-4.451426565647125244e-01,-1.338243186473846436e-01,5.150707960128784180e-01
-4.452926516532897949e-01,-1.307294368743896484e-01,5.065043568611145020e-01
-4.483549594879150391e-01,-1.029314994812011719e-01,5.065330266952514648e-01
-4.551616311073303223e-01,-1.636742502450942993e-01,5.394194126129150391e-01
-4.459507167339324951e-01,-1.394080668687820435e-01,5.219146013259887695e-01
-4.746755659580230713e-01,-1.593582183122634888e-01,5.519353747367858887e-01
-4.478428959846496582e-01,-1.280847638845443726e-01,4.980486929416656494e-01
-4.502091705799102783e-01,-1.192630901932716370e-01,4.972684085369110107e-01
-4.475789070129394531e-01,-1.557516753673553467e-01,5.305553674697875977e-01
-4.455527067184448242e-01,-1.461497396230697632e-01,5.243724584579467773e-01
-4.655826389789581299e-01,-1.780812740325927734e-01,5.511589050292968750e-01
-4.717252552509307861e-01,-1.694932281970977783e-01,5.534524917602539062e-01
-4.420923292636871338e-01,-1.424673795700073242e-01,5.148755908012390137e-01
-4.392660856246948242e-01,-1.544093489646911621e-01,4.974092245101928711e-01
-4.521573483943939209e-01,-9.980078786611557007e-02,4.981524944305419922e-01
-4.482329487800598145e-01,-1.774570047855377197e-01,5.379941463470458984e-01
-4.792899787425994873e-01,-1.673201918601989746e-01,5.596733093261718750e-01
-4.336315095424652100e-01,-1.652306020259857178e-01,5.059120655059814453e-01
-4.520573318004608154e-01,-1.267770379781723022e-01,4.898754954338073730e-01
-4.579499065876007080e-01,-1.161589846014976501e-01,4.822525382041931152e-01
-4.421243369579315186e-01,-1.534800678491592407e-01,5.231743454933166504e-01
-4.408922195434570312e-01,-1.769883632659912109e-01,5.314384102821350098e-01
-4.753096103668212891e-01,-1.792301684617996216e-01,5.607746243476867676e-01
-4.565137624740600586e-01,-1.848671287298202515e-01,5.453829169273376465e-01
-4.375039041042327881e-01,-1.563677340745925903e-01,5.150438547134399414e-01
-4.342815876007080078e-01,-1.677850633859634399e-01,4.981840848922729492e-01
-4.395401179790496826e-01,-1.640902906656265259e-01,4.890550076961517334e-01
-4.586139619350433350e-01,-1.028246805071830750e-01,4.836962819099426270e-01
-4.370578527450561523e-01,-1.696260273456573486e-01,5.238087773323059082e-01
-4.401981830596923828e-01,-1.854081898927688599e-01,5.331430435180664062e-01
-4.720692932605743408e-01,-1.852165609598159790e-01,5.586960315704345703e-01
-4.651086032390594482e-01,-1.878710240125656128e-01,5.523148179054260254e-01
-4.403041601181030273e-01,-1.956047713756561279e-01,5.346178412437438965e-01
-4.824243187904357910e-01,-1.748807430267333984e-01,5.678339004516601562e-01
-4.320313632488250732e-01,-1.707547605037689209e-01,5.147092342376708984e-01
-4.558416903018951416e-01,-1.321317553520202637e-01,4.797070920467376709e-01
-4.294311106204986572e-01,-1.739560663700103760e-01,5.057292580604553223e-01
-4.489830136299133301e-01,-1.567241400480270386e-01,4.763755500316619873e-01
-4.553996622562408447e-01,-8.823785185813903809e-02,4.900375008583068848e-01
-4.637705087661743164e-01,-1.126206442713737488e-01,4.673198759555816650e-01
-4.331894814968109131e-01,-1.798332482576370239e-01,5.243504643440246582e-01
-4.791359901428222656e-01,-1.855088025331497192e-01,5.690674185752868652e-01
-4.605481624603271484e-01,-1.920622289180755615e-01,5.483900308609008789e-01
-4.555516541004180908e-01,-1.979800015687942505e-01,5.441464185714721680e-01
-4.604941606521606445e-01,-1.256567090749740601e-01,4.723667800426483154e-01
-4.311672747135162354e-01,-1.760204583406448364e-01,4.962554872035980225e-01
-4.444505870342254639e-01,-1.683510988950729370e-01,4.764095544815063477e-01
-4.587820172309875488e-01,-8.812344074249267578e-02,4.807896018028259277e-01
-4.625763893127441406e-01,-1.024630516767501831e-01,4.702019691467285156e-01
-4.344035983085632324e-01,-1.892227530479431152e-01,5.297772884368896484e-01
-4.718832969665527344e-01,-1.911601573228836060e-01,5.591098666191101074e-01
-4.773477911949157715e-01,-1.919552236795425415e-01,5.669052004814147949e-01
-4.700590968132019043e-01,-1.981168240308761597e-01,5.553041100502014160e-01
-4.511492252349853516e-01,-2.008077055215835571e-01,5.407935380935668945e-01
-4.836024045944213867e-01,-1.845865100622177124e-01,5.776128768920898438e-01
-4.273809194564819336e-01,-1.788365244865417480e-01,5.146702527999877930e-01
-4.581279456615447998e-01,-1.373376548290252686e-01,4.715312719345092773e-01
-4.239505827426910400e-01,-1.834689825773239136e-01,5.053269863128662109e-01
-4.523813724517822266e-01,-1.611341983079910278e-01,4.641851484775543213e-01
-4.606792032718658447e-01,-9.529323875904083252e-02,4.754957854747772217e-01
-4.663167297840118408e-01,-1.133585125207901001e-01,4.557667374610900879e-01
-4.624703526496887207e-01,-1.287522166967391968e-01,4.644809961318969727e-01
-4.228984713554382324e-01,-1.911689490079879761e-01,5.219204425811767578e-01
-4.282430112361907959e-01,-2.024278491735458374e-01,5.285143256187438965e-01
-4.815382361412048340e-01,-1.914925873279571533e-01,5.757669210433959961e-01
-4.673468172550201416e-01,-2.050861120223999023e-01,5.501551628112792969e-01
-4.437725245952606201e-01,-2.059801965951919556e-01,5.353888273239135742e-01
-4.628004133701324463e-01,-2.206236422061920166e-01,5.410097241401672363e-01
-4.360157549381256104e-01,-1.808405369520187378e-01,4.796968698501586914e-01
-4.256767332553863525e-01,-1.859566271305084229e-01,4.954788386821746826e-01
-4.454106986522674561e-01,-1.723814904689788818e-01,4.686037898063659668e-01
-4.615462720394134521e-01,-7.960699498653411865e-02,4.676825106143951416e-01
-4.620613455772399902e-01,-9.103502333164215088e-02,4.689422249794006348e-01
-4.655766487121582031e-01,-1.235813125967979431e-01,4.545086026191711426e-01
-4.672728180885314941e-01,-9.696769714355468750e-02,4.475973546504974365e-01
-4.253306984901428223e-01,-1.964816749095916748e-01,5.265174508094787598e-01
-4.756876528263092041e-01,-1.993435472249984741e-01,5.618597269058227539e-01
-4.796740412712097168e-01,-1.994133889675140381e-01,5.694550871849060059e-01
-4.766097366809844971e-01,-2.230778932571411133e-01,5.524849891662597656e-01
-4.848005175590515137e-01,-1.919030249118804932e-01,5.859149098396301270e-01
-4.197781682014465332e-01,-1.898366212844848633e-01,5.148105621337890625e-01
-4.597080945968627930e-01,-1.418483108282089233e-01,4.632166624069213867e-01
-4.146616756916046143e-01,-1.964922696352005005e-01,5.037521123886108398e-01
-4.497071206569671631e-01,-1.708621382713317871e-01,4.563971757888793945e-01
-4.647365808486938477e-01,-8.686272054910659790e-02,4.540859758853912354e-01
-4.666387438774108887e-01,-1.224960014224052429e-01,4.463594257831573486e-01
